PPM_35,mag_35,PPM_78,mag_78,PPM_97,mag_97,PPM_144,mag_144,PPM_288,mag_288
10.1568,59139.8,10.1162,3129.58,10.1446,1594870,10.2219,1202230,10.1487,293045
10.1503,59762.2,10.1097,1974.32,10.1381,1594360,10.2154,1203390,10.1422,291919
10.1438,60493.5,10.1031,2480.42,10.1316,1592010,10.2089,1207140,10.1357,290861
10.1373,59775.9,10.0966,4462.15,10.1251,1592840,10.2024,1209920,10.1292,292401
10.1308,59287.3,10.0901,2546.67,10.1186,1592220,10.1959,1213430,10.1227,291019
10.1243,58967.3,10.0836,3467.11,10.1121,1592220,10.1894,1215060,10.1162,290258
10.1178,60157.3,10.0771,2386.55,10.1056,1591260,10.1829,1218780,10.1097,291168
10.1113,58370,10.0706,3147.85,10.0991,1589380,10.1764,1219390,10.1031,287744
10.1048,59400,10.0641,2434.36,10.0926,1588770,10.1698,1224630,10.0966,289765
10.0983,57744.5,10.0576,1765.21,10.0861,1589160,10.1633,1226160,10.0901,288977
10.0918,59319.9,10.0511,1803.2,10.0796,1588450,10.1568,1229520,10.0836,288096
10.0853,58751.8,10.0446,2871.35,10.0731,1587130,10.1503,1232960,10.0771,287727
10.0787,59817.1,10.0381,3343.59,10.0665,1586850,10.1438,1235840,10.0706,288710
10.0722,59211.2,10.0316,1514.85,10.06,1588190,10.1373,1237600,10.0641,287694
10.0657,58881.9,10.0251,1859.7,10.0535,1586290,10.1308,1239950,10.0576,289816
10.0592,58366.9,10.0186,2751.3,10.047,1585520,10.1243,1243060,10.0511,285714
10.0527,58688.4,10.0121,1168.56,10.0405,1585870,10.1178,1244860,10.0446,286693
10.0462,59349.9,10.0055,3236.67,10.034,1585210,10.1113,1248280,10.0381,286595
10.0397,58700.5,9.99904,1246.67,10.0275,1585660,10.1048,1249830,10.0316,285984
10.0332,58700.7,9.99253,3498.96,10.021,1583290,10.0983,1255250,10.0251,286586
10.0267,58461.5,9.98602,3179.14,10.0145,1584110,10.0918,1257050,10.0186,284319
10.0202,58254.8,9.97952,3615.78,10.008,1582360,10.0853,1256990,10.0121,285010
10.0137,58426.5,9.97301,2146.97,10.0015,1583400,10.0787,1262510,10.0055,283839
10.0072,57785,9.9665,2464.62,9.99497,1582080,10.0722,1263190,9.99904,284961
10.0007,57763.2,9.96,2493.66,9.98846,1584330,10.0657,1267010,9.99253,284892
9.99416,58965.5,9.95349,2990.61,9.98196,1580750,10.0592,1269920,9.98602,282303
9.98765,59013.8,9.94698,3033,9.97545,1583580,10.0527,1272730,9.97952,283091
9.98114,58771.1,9.94048,696.903,9.96894,1579760,10.0462,1272900,9.97301,282062
9.97464,58466.8,9.93397,2279,9.96244,1581170,10.0397,1277760,9.9665,282943
9.96813,58476.5,9.92746,973.264,9.95593,1579990,10.0332,1278830,9.96,282136
9.96162,57801.7,9.92095,3231.66,9.94942,1579680,10.0267,1281050,9.95349,282554
9.95512,58026.7,9.91445,2009.74,9.94292,1579420,10.0202,1283920,9.94698,282073
9.94861,58526.7,9.90794,2907.44,9.93641,1580210,10.0137,1285300,9.94048,280970
9.9421,58599.6,9.90143,3670.8,9.9299,1579180,10.0072,1289370,9.93397,281174
9.9356,56920.9,9.89493,1074.92,9.92339,1579040,10.0007,1291690,9.92746,279000
9.92909,57481.4,9.88842,2913.47,9.91689,1579090,9.99416,1295160,9.92095,279330
9.92258,57191.9,9.88191,2836.87,9.91038,1577920,9.98765,1296300,9.91445,279286
9.91607,56532.2,9.87541,2392.97,9.90387,1578190,9.98114,1298180,9.90794,276305
9.90957,57873.6,9.8689,1914.26,9.89737,1576230,9.97464,1301780,9.90143,279497
9.90306,58054.6,9.86239,2880.24,9.89086,1578330,9.96813,1304030,9.89493,277551
9.89655,57495.4,9.85589,2498.41,9.88435,1574760,9.96162,1306280,9.88842,278293
9.89005,56534.9,9.84938,1864.34,9.87785,1577670,9.95512,1307520,9.88191,276973
9.88354,57403.3,9.84287,3108.46,9.87134,1576930,9.94861,1311270,9.87541,278771
9.87703,57600.2,9.83636,2419.02,9.86483,1576070,9.9421,1314950,9.8689,278402
9.87053,57398.3,9.82986,1653.51,9.85833,1576160,9.9356,1315150,9.86239,276627
9.86402,56998.8,9.82335,1936.66,9.85182,1576970,9.92909,1317430,9.85589,275805
9.85751,57662,9.81684,2779.54,9.84531,1576310,9.92258,1321230,9.84938,276289
9.85101,55739.2,9.81034,2420.34,9.8388,1575700,9.91607,1320950,9.84287,274672
9.8445,57994,9.80383,1290.23,9.8323,1574570,9.90957,1325190,9.83636,274305
9.83799,57385.6,9.79732,1174.04,9.82579,1573250,9.90306,1327510,9.82986,274751
9.83148,57230.5,9.79082,2142.18,9.81928,1574500,9.89655,1331380,9.82335,273024
9.82498,57441.6,9.78431,2547.24,9.81278,1576180,9.89005,1333600,9.81684,273443
9.81847,55902.3,9.7778,2597.4,9.80627,1574660,9.88354,1333830,9.81034,274930
9.81196,56338.8,9.7713,3840,9.79976,1573890,9.87703,1338460,9.80383,274293
9.80546,55935.5,9.76479,3351.32,9.79326,1574710,9.87053,1337910,9.79732,271565
9.79895,56895.4,9.75828,1681.91,9.78675,1573740,9.86402,1342700,9.79082,272905
9.79244,56733.1,9.75177,2954.78,9.78024,1573890,9.85751,1344190,9.78431,272876
9.78594,56758.8,9.74527,1240.45,9.77374,1573140,9.85101,1347270,9.7778,272957
9.77943,57093,9.73876,1635.75,9.76723,1574060,9.8445,1348270,9.7713,271012
9.77292,57160.4,9.73225,2350.51,9.76072,1573030,9.83799,1350730,9.76479,272881
9.76642,56525.1,9.72575,3763.65,9.75421,1573150,9.83148,1352560,9.75828,270891
9.75991,56561.4,9.71924,2702.06,9.74771,1573110,9.82498,1353830,9.75177,270635
9.7534,56382.7,9.71273,1293.86,9.7412,1571470,9.81847,1356740,9.74527,270481
9.74689,56516.4,9.70623,865.846,9.73469,1572380,9.81196,1358710,9.73876,269790
9.74039,56197.4,9.69972,1961.8,9.72819,1571600,9.80546,1360860,9.73225,269564
9.73388,56030.5,9.69321,2253.6,9.72168,1573190,9.79895,1363850,9.72575,269343
9.72737,55880.7,9.68671,1485.75,9.71517,1571870,9.79244,1367460,9.71924,269393
9.72087,57074.2,9.6802,845.522,9.70867,1571760,9.78594,1369020,9.71273,270784
9.71436,55687,9.67369,2157.82,9.70216,1571780,9.77943,1369730,9.70623,268440
9.70785,55289.9,9.66718,2295.96,9.69565,1571320,9.77292,1374270,9.69972,268109
9.70135,55807,9.66068,1776.53,9.68915,1572600,9.76642,1375960,9.69321,267970
9.69484,56040.3,9.65417,1709.01,9.68264,1570440,9.75991,1376520,9.68671,266323
9.68833,56658.1,9.64766,2556.83,9.67613,1571310,9.7534,1380710,9.6802,266689
9.68182,56600.9,9.64116,3555.42,9.66962,1572580,9.74689,1382580,9.67369,266643
9.67532,54860.3,9.63465,3242.33,9.66312,1571020,9.74039,1384550,9.66718,265448
9.66881,55054.8,9.62814,733.503,9.65661,1572560,9.73388,1386430,9.66068,264758
9.6623,56556.1,9.62164,1762.29,9.6501,1571870,9.72737,1387070,9.65417,264064
